ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil:,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil:,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil:,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods,class
0,0,0,2,0,0,0.072538,0,0,0,5.42237,0,0,0,0,0,0,45,0,0,0.137188,0,0,0,3,162,2,34,2,7,0,0,561,0,54,0,0,0,0,0,10,0,20,0,15,0,0,0,0,0.010634,2.02,2,0,0.009791,0,18,34,0,0,0.006151,0,clean
0,0.0035,0.001233,5,0,1.03,0.029496,0.000846,1.01,0.003264,5.07046,0,0,2.13,0,0,0,3,0,1.03,0.144061,0,0.001537,2.2,4,19,8,5,2,0,0,0,10,2.05,26,0.001633,0.00342,0.001975,1.02,3.18,4,2.19,7,0,7,0,1.11,0,1.01,0.015032,3.66,5,0.001686,0.010674,0.004503,77,2,0.00166,2.82,0.019401,0.004179,clean
0,0,0,2,0,0,0.000294,0,0,0,0.891381,0,0,0,0,0,0,8,0,0,8.95641,0,0,0,4,40,4,4,3,1,0,0,6,0,20,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0.089138,1.1,3,0,0.027723,0,43,3,0,0,0.089138,0,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,9,0,2,1,1,0,0,1,0,3,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,buggy
0,0,0.004492,6,0,1.03,0.011756,0,3.06,0,10.777,0,0,0,0,0,0,6,0,0,9.37426,0,0,0,4,24,0,6,1,1,0,0,15,0,20,0,0.002433,0.001574,2.03,0,5,2.07,2,4,1,0,0,0,4.05,0.175562,0,13,0.004956,0,0.004297,0,5,0.006942,1.02,0.27877,0,clean
0,0.002778,0.002706,1,0,1.01,0.004267,0.003194,1.01,0.002878,4.83045,0,0,1.02,0,3,0,3,0,1.01,9.23327,1.01,0,1.02,0,9,0,3,1,3,0.002601,0,3,0,3,0.003109,0.002818,0.003167,0,1.07,3,1.02,1,3,1,0,1.02,0,1.01,0.172387,0,4,0,0,0.003089,0,3,0.003235,1.06,0.316587,0.00322,clean
1,0.002342,0.003191,3,0,2.04,0.009811,0,1.01,0.007155,3.08906,0,0,1.01,0,2,0,37,0,2.04,9.15957,0,0,1.01,5,106,16,21,1,4,0,0,210,0,59,0.002777,0.007616,0.002779,0,1.2,9,2.05,6,4,1,0,0,0,1.01,0.156012,4.04,6,0,0.013683,0.008071,35,16,0.003014,1.07,0.247042,0.002654,buggy
7,0,0.032793,1,0,2.03,0,0,1.02,0.036322,0,0,0,0,1,2,0,33,0,2.03,0,0,0,1.01,9,224,0,18,2,4,0,0,153,0,91,0.013034,0.038394,0.049452,1.01,0,13,3.05,10,2,9,0,0,0,2.03,0,0,6,0.012361,0,0.051243,2,7,0.043264,3.08,0,0,buggy
0,0,0,1,0,0,0.001138,0,0,0,1.84703,0,0,0,0,0,0,4,0,0,9.09329,0,0,0,5,27,0,1,1,0,0,1.02,0,0,11,0,0,0,1.02,0,5,1.02,1,3,1,0,0,0.00316,1.02,0.136921,2.2,3,0.005988,0.008829,0.005195,0,1,0.006488,0,0.175609,0,clean
0,0,0,7,0,1.01,0.030773,0,0,0,13.51,0,0,0,0,0,0,17,0,0,9.4472,0,0,1.01,5,84,0,12,1,1,0,0,66,0,32,0.001231,0.001479,0.000984,1.01,0,6,1.01,2,6,1,0,0,0,1.01,0.181922,2.02,12,0.001477,0.009791,0.001084,17,12,0.001693,1.03,0.281645,0,clean
0,0,0,1,0,0,0.003678,0,0,0,6.87219,0,0,0,0,0,0,3,0,0,9.25279,0,0,0,1,11,0,2,1,1,0,0,1,0,6,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0.159667,0,7,0,0,0,0,2,0,0,0.238374,0,clean
0,0,0,2,0,0,0.002399,0,0,0,4.61199,0,0,0,0,2,0,0,0,0,9.17324,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0.145641,2.04,4,0,0.009791,0,18,0,0,0,0.188634,0,clean
0,0,0,2,0,0,0.001632,0,0,0,3.13618,0,0,0,0,0,0,4,0,0,9.13015,0,0,0,1,6,0,2,1,2,0,0,1,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0.140827,2.02,4,0,0.009791,0,9,2,0,0,0.180873,0,clean
8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,53,0,0,0,0,0,0,2,193,0,18,1,10,0,0,153,0,111,0,0,0,0,0,11,0,5,1,4,0,0,0,0,0,0,1,0,0,0,9,10,0,0,0,0,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,60,0,3,2,0,0,0,3,0,21,0,0,0,3.03,0,4,0,2,1,2,0,0,0,3.03,0,0,1,0.018159,0,0,2,2,0.017796,0,0,0,clean
0,0.004407,0.013086,4,0,1.01,0.006881,0.004374,2.08,0,2.38141,0,0,1.01,0,0,0,24,0,0,9.07779,0,0,1.07,2,77,0,13,1,15,0,0,78,0,28,0.004751,0.010354,0.004856,2.02,1.12,17,1.07,6,0,5,0,1.01,0,4.1,0.132656,0,6,0.014853,0,0.004933,9,13,0.028953,1.26,0.205382,0.004509,clean
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,31,4,4,3,1,0,0,6,0,18,0,0,0,0,0,6,0,4,0,4,0,0,0,0,0,1.1,2,0,0.027723,0,43,4,0,0,0,0,clean
0,0.071838,0.116425,19,0,1.01,0.241356,0.071222,12.14,0.002038,17.2558,0,0,3.03,0,1,1,61,0,1.01,9.63664,0,0,2.02,15,197,0,50,1,39,0,0,1225,0,133,0.073178,0.002236,0.083092,2.02,4.44,50,4.1,14,18,8,4,3.03,0,12.14,0.231051,2.02,31,0.014853,0.009791,0.085159,9,50,0.126557,4.18,0.476035,0.074054,clean
0,0,0,7,0,0,0.012509,0,0,0,16.269,0,0,0,0,0,1,9,0,0,9.53479,0,0,1.02,6,66,0,5,2,1,0,0,10,0,29,0.002504,0,0.004904,4.04,0,7,1.01,4,9,4,1,0,0,4.04,0.195859,2.02,16,0.021953,0.009791,0.002799,15,4,0.02103,2.02,0.330129,0,clean
1,0,0,3,0,0,0.001875,0,0,0,1.49003,0,0,0,0,0,0,5,0,0,0.121386,0,0,0,2,16,0,3,1,1,0,0,3,0,10,0,0,0,2.02,0,3,0,3,0,1,0,0,0,2.02,0.043518,0,3,0.013771,0,0,0,2,0.014474,0,0.116244,0,clean
0,0,0.006874,2,0,0,0.03045,0,1.01,0,11.9205,0,0,0,0,3,0,6,0,0,9.42848,2.02,0,0,0,24,0,7,1,1,0.004825,0,21,0,9,0,0,0,0,0,1,0,4,5,4,1,0,0,1.01,0.189482,2.02,9,0,0.009791,0,9,7,0.007263,0,0.337008,0,clean
0,0,0,0,0,0,0.001094,0,0,0,3.13741,0,0,0,0,0,0,4,0,0,9.14037,0,0,0,0,9,0,4,1,0,0,0,6,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.14525,0,3,0,0,0,0,4,0,0,0.20589,0,clean
0,0,0.020298,2,0,0,0.0024,0,3.03,0,3.39209,0,0,0,0,1,0,26,0,0,9.15904,1.01,0,0,2,83,0,26,1,6,0.004498,0,325,0,29,0,0,0,0,0,8,0,13,3,13,0,0,0,3.03,0.151673,1.01,3,0,0.005924,0,33,26,0.024883,0,0.235454,0,clean
0,0,0,5,0,0,0.011738,0,0,0,12.7323,0,0,0,0,0,0,7,0,0,9.43754,0,0,1.02,3,19,0,3,2,2,0,0,3,0,9,0.00184,0,0.00246,1.02,0,4,1.03,2,10,2,0,0,0,1.02,0.185962,4.04,14,0.001968,0.014111,0.001885,11,3,0.001903,2.08,0.308169,0,clean
9,0.008538,0.005593,14,0,2.05,0.037768,0.009533,2.04,0.006142,7.8108,0,2.05,3.08,0,0,0,28,0.005888,2.05,9.40735,0,0,5.29,18,167,0,14,2,1,0,0,91,0,103,0.017351,0.006239,0.038979,5.12,3.76,19,8.65,11,21,11,1,3.05,0,4.1,0.224445,1.02,29,0.035278,0.002731,0.037985,3,5,0.034232,9.29,0.468363,0.009653,clean
0,0,0,5,0,1.01,0.003236,0,0,0.010189,4.88878,0,0,0,0,1,0,4,0,1.01,9.22338,1.01,0,0,5,22,0,4,1,1,0.017524,0,6,0,19,0,0.010354,0.020286,0,0,6,1.01,2,7,2,0,0,0,0,0.166327,0,12,0,0,0.003089,0,3,0,1.01,0.29442,0,clean
0,0.007661,0.001665,7,0,1.01,0.056855,0.001104,1.01,0.001461,16.8,0,2.02,3.03,0,0,0,7,0.006191,1.01,9.60346,0,0,5.08,10,50,0,3,1,2,0,0,3,0,24,0.020321,0.001479,0.028415,5.07,3.08,12,5.11,1,12,1,1,1.01,0,6.08,0.220625,2.02,20,0.012422,0.009791,0.011696,10,3,0.013517,8.37,0.442727,0.009169,buggy
0,0,0.006419,3,0,0,0.001467,0,1.03,0,4.10346,0,0,0,0,0,0,9,0,0,9.18766,2.02,0,0,3,24,0,4,1,0,0.004973,0,6,0,10,0,0,0,0,0,3,0,1,3,0,0,0,0,1.03,0.157601,0,4,0,0,0,0,2,0.006488,0,0.259133,0,clean
0,0.003085,0.013754,3,0,2.05,0.016536,0.003006,1.01,0.026909,1.49003,0,0,1.01,0,0,0,9,0,2.05,0.121386,0,0.002607,1.07,3,36,5,6,5,1,0,1.01,15,1.01,17,0.003956,0.026674,0.031352,2.04,1.05,4,2.15,2,0,2,0,1.03,0.001232,3.05,0.043518,2.18,4,0.027769,0.029762,0.031119,53,1,0.047914,2.28,0.116244,0.003574,clean
2,0.013213,0.008735,7,0,5.08,0.111674,0.014474,3.14,0.007706,4.64726,0,3.03,5.15,0,0,1,81,0.008555,3.06,0.121355,0,0.002308,7.28,40,374,0,32,2,6,0,0,496,1.02,227,0.044693,0.034291,0.048233,6.14,9.54,44,8.8,11,7,7,1,5.15,0,5.23,0.010101,5.28,17,0.051182,0.016036,0.048018,36,29,0.052865,9.45,0.00522,0.014901,clean
2,0.007581,0.002706,10,0,2.1,0.115346,0.003194,1.01,0.011863,10.8205,0,2.05,3.06,0,0,0,16,0.004515,2.07,9.47029,0,0,5.19,14,126,1,9,3,0,0,1.01,36,0,71,0.015898,0.012149,0.04204,6.14,3.49,14,6.73,0,10,0,0,1.01,0.000555,6.12,0.220866,6.2,21,0.028558,0.013376,0.016493,31,4,0.027997,10.71,0.490457,0.008555,clean
1,0,0.007271,1,0,0,0,0,1.01,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,9,0,2,1,2,0,0,1,0,3,0,0,0,0,0,3,0,2,0,2,0,0,0,1.01,0,0,1,0,0,0,9,1,0.007215,0,0,0,buggy
0,0,0,1,0,0,0.024538,0,0,0,6.83865,0,0,0,0,0,0,7,0,0,9.28183,0,0,0,4,19,2,3,3,0,0,0,3,0,7,0,0,0.003043,0,0,4,0,0,5,0,0,0,0,0,0.172657,4.15,6,0,0.014101,0,42,3,0,1.01,0.308056,0,clean
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,clean
0,0,0,2,0,0,0.002334,0,0,0,4.58293,0,0,0,0,0,0,1,0,0,9.17116,0,0,0,0,3,0,2,2,2,0,0,1,0,3,0,0,0,0,0,2,0,1,3,1,0,0,0,0,0.145075,2.04,4,0,0.009791,0,19,1,0,0,0.186189,0,clean
3,0.002778,0.216051,1,1.01,1.03,0.01684,0.003194,21.06,0.002878,6.31013,0,1.01,1.04,0,0,0,11,0.003114,1.02,9.29392,0,0,1.04,7,39,0,5,1,223,0,0,10,0,28,0.003109,0.002818,0.003167,1.05,1.26,229,1.08,1,4,1,0,1.05,0,21.1,0.1853,1.01,7,0.003794,0.005924,0.003089,9,2,0.223699,1.09,0.368531,0.00322,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,14,0,1,1,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,buggy
0,0,0,1,0,0,0.002968,0,0,0,5.08708,0,0,0,6,0,0,26,0,0,9.19612,0,0,0,5,197,3,7,2,1,0,0,21,0,75,0,0,0.003043,3.03,0,6,0,8,4,2,0,0,0,3.03,0.151158,2.02,4,0.018159,0.009791,0,24,7,0.017796,1.01,0.213846,0,clean
0,0,0,1,0,0,0.001363,0,0,0,3.17351,0,0,0,0,0,0,15,0,0,9.13106,0,0,0,3,54,0,10,1,1,0,0,45,0,24,0,0,0.001327,0,0,4,0,3,2,3,0,0,0,0,0.140881,0,3,0,0,0,0,10,0,1.01,0.180758,0,clean
2,0.00601,0.001925,4,0,0,0.01403,0.006075,1.01,0,11.0715,0,0,3.07,0,0,0,15,0,0,9.4138,0,0,5.09,3,55,0,9,2,2,0,1.01,36,0,30,0.010566,0,0.009919,1.01,3.8,5,4.1,0,10,0,1,3.07,0.001435,2.02,0.190023,6.06,13,0.003794,0.018525,0.009964,17,7,0.005044,4.3,0.351336,0.006601,clean
2,0,0.005068,12,0,1.02,0.137502,0,2.04,0.002456,15.5471,0,0,0,0,0,0,32,0,1.01,0.470136,0,0,2.07,8,164,0,15,1,1,0,0,105,0,85,0.005544,0.002433,0.011588,8.12,0,8,6.3,6,18,5,3,0,0,9.15,0.060469,5.06,27,0.026661,0.017172,0.019371,9,13,0.028415,5.33,0.152208,0,clean
0,0,0,3,0,0,0.003069,0,0,0,1.49003,0,0,0,0,0,0,13,0,0,0.121386,0,0,0,7,42,4,4,3,1,0,0,6,0,20,0,0,0.004384,0,0,8,0,6,0,5,0,0,0,0,0.043518,1.1,3,0,0.027723,0,43,4,0,1.01,0.116244,0,clean
1,0,0,0,0,0,0.001328,0,0,0,1.84703,0,0,0,0,0,0,4,0,0,9.09329,0,0,0,3,32,0,2,1,1,0,0,1,0,14,0,0,0,0,0,3,0,4,1,1,0,0,0,0,0.136921,1.01,2,0,0.005924,0,9,1,0,0,0.175609,0,buggy
3,0.013322,0.060538,61,0,2.02,0.778731,0.014606,10.14,0.00927,32.9492,0,1.02,7.13,0,0,4,85,0.00318,3.05,10.1284,0,0.002979,15.47,32,417,0,29,2,17,0,2.02,406,2.05,230,0.076779,0.004599,0.100022,15.25,10.33,47,25.85,11,60,8,9,7.11,0.004493,21.38,0.303627,10.46,108,0.068369,0.02471,0.106797,36,26,0.124562,26.27,0.608959,0.01516,clean
0,0,0.013754,3,0,0,0.000682,0,1.01,0,1.49003,0,0,0,0,0,0,3,0,0,0.121386,0,0,0,1,9,0,4,2,1,0,0,6,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1.01,0.043518,1.1,3,0,0.027723,0,22,1,0.012518,0,0.116244,0,clean
4,0.050919,0.02601,11,0,2.13,0.239411,0.024931,2.02,0.028064,20.5714,0,1.01,3.08,0,0,0,22,0.019848,2.12,9.67704,0,0,3.11,5,157,0,12,1,2,0,0,66,0,53,0.05341,0.029808,0.068662,5.06,4.24,7,5.33,9,18,9,0,2.06,0,7.08,0.218733,0,29,0.035436,0,0.059195,0,6,0.0668,9.15,0.401462,0.050716,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,22,0,2,1,3,0,0,1,0,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,2,0,0,0,0,buggy
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,56,0,6,1,3,0,0,15,0,24,0,0,0,0,0,5,0,4,0,4,0,0,0,0,0,0,2,0,0,0,9,6,0,0,0,0,clean
0,0.003869,0.01052,1,0,0,0.000949,0.004075,2.03,0,1.84703,0,0,1.01,0,0,0,38,0,0,9.09329,0,0,0,3,103,0,5,1,0,0,1.01,10,0,89,0,0,0,1.01,1.05,3,1.01,7,3,6,0,1.01,0.00316,3.04,0.136921,2.26,3,0.020279,0.008829,0.005195,0,5,0.034342,0,0.175609,0.004594,clean
2,0.084635,0.032785,10,0,3.03,0.019271,0.052438,2.02,0.010189,3.33706,0,1.01,5.07,0,1,1,18,0.002334,1.01,9.21468,0,0.020185,5.19,7,68,1,12,2,3,0,1.01,66,1.01,34,0.09242,0.085676,0.096695,3.06,5.69,10,5.27,3,1,3,2,2.04,0.021023,4.08,0.180438,1.05,12,0.068253,0.051511,0.097056,5,8,0.102599,5.71,0.291852,0.086626,clean
0,0.002793,0,1,0,0,0.001291,0.002991,0,0,4.17741,0,0,1.01,0,1,0,1,0,0,9.19476,2.02,0,1.01,0,2,0,2,1,1,0.006137,0,1,0,2,0.002922,0,0.002936,0,1.02,1,1.01,0,3,0,0,1.01,0,0,0.160399,2.02,4,0,0.008265,0.003043,10,2,0,1.02,0.270741,0.003052,clean
0,0,0,1,0,0,0.000407,0,0,0,1.45219,0,0,0,0,0,0,1,0,0,0.040996,0,0,0,1,8,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,5,0,2,0,0,0,0,0.004205,2.02,1,0,0.009791,0,9,1,0,0,0.00508,0,clean
0,0,0,7,1.01,1.02,0.010424,0,0,0,13.9097,0.005528,0,0,0,0,0,20,0,0,9.47031,0,0,0,4,197,0,12,1,0,0,0,66,0,38,0,0.010354,0.006038,3.04,0,4,2.03,7,11,7,0,0,0,3.04,0.189979,0,19,0.009242,0,0.005178,0,5,0.00879,3.05,0.325321,0,clean
0,0,0,2,0,1.01,0.001518,0,0,0.0033,1.84703,0,0,0,0,0,0,7,0,1.01,9.09329,0,0,1.05,7,32,0,3,2,2,0,0,3,0,22,0.005165,0.003184,0.004568,1.04,0,9,1.15,1,2,1,0,0,0,1.04,0.136921,1.01,4,0.004908,0.005924,0.004512,11,3,0.007215,1.23,0.175609,0,clean
1,0,0,2,0,0,0.002827,0,0,0,6.64782,0,0,0,0,0,0,15,0,0,9.25562,0,0.005462,1.01,7,60,8,6,2,3,0,0,15,2.02,32,0.002504,0,0.003043,4.04,0,10,2.02,1,5,0,0,0,0,4.04,0.162664,3.05,8,0.021678,0.054697,0.003942,25,5,0.020762,1.01,0.258014,0,clean
0,0.003085,0.01052,3,0,1.01,0.005626,0.003006,2.02,0.003108,1.49003,0,0,1.02,0,0,0,4,0,1.01,0.121386,0,0,1.02,0,12,0,5,2,6,0,0,10,0,5,0.003956,0.002937,0.004384,0,1.07,6,1.02,2,0,2,0,1.02,0,2.02,0.043518,0,3,0,0,0.004019,20,5,0.010612,1.06,0.116244,0.003574,clean
2,0.002556,0.012212,7,0,1.02,0.027388,0.002616,6.06,0.002456,12.4918,0,0,1.02,0,0,0,7,0,1.02,9.43024,0,0,2.13,2,46,0,6,1,3,0,0,15,0,18,0.004038,0.002433,0.015188,4.05,1.13,5,4.34,3,9,3,3,1.02,0,7.09,0.184414,2.02,15,0.016615,0.009791,0.015875,9,4,0.024414,4.47,0.308445,0.002816,clean
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,4,2,1,0,0,6,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,1,0,0,0,0,clean
0,0,0,4,0,0,0.007884,0,0,0,9.69489,0,0,0,0,0,2,7,0,0,9.35353,0,0,0,2,21,0,5,1,0,0,0,10,0,8,0,0,0.003498,0,0,2,1.01,0,7,0,2,0,0,0,0.17909,2.02,10,0,0.009791,0.001143,9,5,0,1.01,0.308979,0,clean
1,0,0.007442,0,0,0,0.003921,0,2.02,0,3.09898,0,0,0,0,0,0,10,0,0,9.17832,0,0,1.01,5,39,0,6,1,3,0,0,15,0,25,0.001161,0,0.001368,0,0,7,1.02,2,1,2,0,0,0,2.02,0.165649,1.01,3,0,0.005924,0.001528,9,5,0.00752,1.03,0.264732,0,clean
0,0.004407,0.005815,1,0,1.06,0,0.004374,1.02,0.004791,0,0,0,1.05,0,1,0,18,0,1.04,0,1.01,0,2.1,3,72,0,7,1,3,0.002706,0,21,0,18,0.006781,0.004765,0.010716,0,1.2,6,2.04,6,0,4,0,1.04,0,1.03,0,0,2,0,0,0.010543,0,5,0.00626,2.33,0,0.004509,clean
2,0.014473,0.062753,18,0,4.25,0.063544,0.017262,13.16,0.025943,13.2779,0,3.06,4.12,0,0,1,120,0.009763,4.25,9.48433,0,0,9.78,12,462,0,42,1,19,0,0,861,0,292,0.066999,0.027326,0.089148,8.17,8.26,30,11.18,17,18,17,1,5.1,0,14.28,0.20432,2.04,30,0.055363,0.009791,0.085276,18,40,0.078967,13.32,0.399051,0.015118,buggy
2,0.025756,0,0,0,1.01,0,0.022517,0,0.023801,0,0,1.02,1.03,0,0,0,23,0.023845,1.01,0,0,0,1.11,2,88,0,7,1,2,0,0,21,0,32,0.026663,0.023737,0.026968,0,1.15,4,1.12,3,1,3,0,1.01,0,0,0,0,2,0,0,0.0271,0,3,0,1.32,0,0.025664,clean
0,0,0,4,0,0,0.008085,0,0,0,5.94514,0,0,0,0,0,1,12,0,0,9.22122,0,0,0,1,40,0,7,2,0,0,0,21,0,12,0,0,0.01023,1.03,0,1,0,3,5,3,1,0,0,1.03,0.153982,3.31,7,0.002623,0.011815,0,25,7,0.002692,3.07,0.218565,0,clean
3,0,0,5,0,0,0.013405,0,0,0,11.8529,0,0,0,0,5,0,57,0,0,9.46352,0,0,1.01,15,226,6,12,3,1,0,1.01,66,0,96,0.002504,0,0.007306,4.04,0,16,2.05,4,11,2,0,0,0.002921,4.04,0.206022,4.09,17,0.021953,0.014863,0.005406,38,4,0.02103,3.18,0.421934,0,clean
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,9,0,2,1,4,0,0,1,0,3,0,0,0,0,0,5,0,2,0,2,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,buggy
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,27,0,5,2,1,0,0,10,0,11,0,0,0,0,0,3,0,1,1,1,1,0,0,0,0,0,1,0,0,0,7,4,0,0,0,0,buggy
0,0.002778,0.108409,4,0,0,0.004761,0.003194,15.78,0,6.31013,0,0,1.01,0,0,0,11,0,0,9.29392,0,0,1.02,3,41,0,11,1,110,0,0,55,0,15,0.003109,0,0.003167,0,1.11,112,1.03,7,5,7,0,1.01,0,15.78,0.1853,1.01,6,0,0.005924,0.003089,9,11,0.106975,1.1,0.368531,0.00322,clean
0,0,0,1,0,0,0.001328,0,0,0,1.84703,0,0,0,0,0,0,1,0,0,9.09329,0,0,0,0,3,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0.136921,2.03,2,0,0.033647,0,26,1,0,0,0.175609,0,clean
12,0,0,7,0,0,0.011451,0,0,0,5.57512,0,0,0,0,0,0,37,0,0,9.25013,0,0,0,13,316,0,21,1,0,0,0,210,0,94,0,0,0.006103,0,0,13,1.02,19,8,16,0,0,0,0,0.171606,0,15,0,0,0.003043,0,9,0,2.14,0.315092,0,clean
1,0.005471,0.007608,2,0,1.02,0,0.006611,1.01,0.004049,0,0,0,1.03,0,0,0,25,0,1.02,0,0,0,2.06,1,115,0,9,1,3,0,0,36,0,28,0.010648,0.004001,0.010586,0,1.21,4,2.07,8,1,8,0,1.03,0,1.01,0,0,2,0,0,0.011071,0,6,0.008214,2.2,0,0.006572,clean
0,0.002967,0.024845,1,0,1.02,0.010563,0.003348,1.01,0.003264,3.37801,0,0,1.04,0,0,0,23,0,1.02,9.16485,0,0,1.04,0,68,0,21,1,6,0,0,210,0,24,0.003483,0.00342,0.003498,1.01,1.74,6,1.04,10,3,10,0,1.04,0,2.02,0.154967,2.03,4,0.003393,0.008591,0.003418,22,21,0.027334,1.13,0.247924,0.00338,clean
0,0.006425,0,12,0,5.1,0.042595,0.002616,0,0.011138,19.3588,0,0,2.02,0,0,1,13,0,5.1,9.65519,0,0,4.08,5,55,0,6,1,1,0,0,15,0,20,0.012387,0.011317,0.019136,2.03,2.09,6,6.08,6,16,6,3,1.01,0,2.03,0.220093,4.13,27,0.006515,0.014188,0.016542,51,5,0.006106,7.58,0.415365,0.00741,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,0,5,66,0,6,1,1,0,0,15,0,32,0,0,0,0,0,6,0,3,1,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,clean
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,9,0,2,1,2,0,0,1,0,3,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,clean
0,0,0.00198,9,0,0,0.038794,0,1.01,0,11.8437,0,0,0,0,0,0,2,0,0,9.35063,0,0,0,1,9,1,2,2,0,0,0,1,0,5,0,0,0,0,0,1,0,0,11,0,2,0,0,1.01,0.157718,2.02,15,0,0.009791,0,11,2,0.002966,0,0.187759,0,clean
0,0,0,2,0,0,0.003882,0,0,0,4.88878,0,0,0,0,0,0,25,0,0,9.22338,0,0,0,13,121,0,23,1,4,0,0,253,0,52,0,0,0,2.03,0,17,1.01,8,3,8,0,0,0,2.03,0.166327,1.01,6,0.007203,0.005924,0.003043,9,23,0.006462,0,0.29442,0,clean
0,0,0,4,0,0,0.027113,0,0,0,5.94514,0,0,0,0,0,1,67,0,0,9.22122,0,0,0,4,126,0,22,3,1,0,0,231,0,61,0,0,0.01023,1.02,0,5,0,11,5,11,1,0,0,1.02,0.153982,2.08,7,0.002623,0.009791,0,52,22,0.002692,3.25,0.218565,0,clean
0,0,0,4,0,0,0.008085,0,0,0,5.94514,0,0,0,0,0,1,12,0,0,9.22122,0,0,0,1,40,0,7,2,0,0,0,21,0,12,0,0,0.01023,1.03,0,1,0,3,5,3,1,0,0,1.03,0.153982,3.31,7,0.002623,0.011815,0,25,7,0.002692,3.07,0.218565,0,clean
