ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil:,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil:,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil:,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods,class
1,0,0,0,0,0,0.002253,0,0,0,5.1154,0,0,0,1,0,0,10,0,0,0.121597,0,0,0,3,23,0,6,2,3,0,0,15,0,11,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0.007694,3.03,0,0,0.004013,0,13,5,0,0,0.00113,0,clean
0,0,0,0,0,0,0.001963,0,0,0,4.07501,0,0,0,0,2,0,0,0,0,0.097153,0,0,0,0,0,0,5,1,6,0,0,10,0,5,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0.006219,1.01,0,0,0.001487,0,8,5,0,0,0.001031,0,clean
0,0,0,6,0,0,0.00583,0,0,0,13.7206,0,0,0,2,2,0,48,0,0,0.321334,0,0.043647,3.05,10,150,413,9,5,1,0,1.02,36,23.66,49,0.002575,0,0.002757,0,0,11,4.06,2,0,0,0,0,0.001409,0,0.019291,6.08,6,0,0.014592,0.003333,84,9,0,3.04,0.001691,0,clean
0,0,0,0,0,0,0.007274,0,0,0,3.9771,0,0,0,0,0,0,10,0,0,0.094053,0,0.043647,0,3,39,415,6,6,0,0,1.02,15,23.66,16,0,0,0.001091,0,0,3,0,0,0,0,0,0,0.001409,0,0.005853,6.08,0,0,0.014592,0,93,6,0,1.04,0.000757,0,clean
1,0,0,0,0,0,0.004627,0,0,0,7.6074,0,0,0,2,0,0,10,0,0,0.191561,0,0,0,2,42,0,4,1,1,0,0,6,0,11,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0.014775,1.01,0,0,0.001487,0,8,3,0,0,0.00933,0,clean
1,0,0.001049,22,1.01,1.01,0.037024,0,1.01,0,22.6963,0.002662,0,0,3,1,0,53,0,0,8.48332,1.01,0.044485,10.32,10,174,397,6,5,2,0.001203,1.02,15,24.67,74,0.019024,0.002193,0.019034,5.05,0,12,10.51,3,1,0,1,0,0.001409,6.06,0.169942,5.07,28,0.004801,0.014073,0.010199,94,5,0.006044,11.9,0.259188,0,clean
0,0,0.000798,2,1.01,1.01,0.004112,0,1.01,0,6.5762,0.002702,0,0,1,0,0,1,0,0,8.04965,0,0,0,0,4,6,2,4,2,0,0,1,0,2,0,0.002886,0,0,0,2,0,1,0,0,0,0,0,1.01,0.124025,2.04,2,0,0.002666,0,25,1,0.000875,0,0.158008,0,clean
0,0,0,0,0,0,0.002208,0,0,0,4.07501,0,0,0,0,0,0,5,0,0,0.097153,0,0,0,2,22,1,3,3,3,0,0,3,0,6,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0.006219,1.01,0,0,0.001487,0,31,3,0,0,0.001031,0,clean
0,0,0,4,0,0,0.003978,0,0,0,7.95479,0,0,0,0,0,0,13,0,0,8.1394,0,0.001421,0,2,45,95,11,3,2,0,0,55,1.01,27,0,0,0,0,0,4,0,3,0,2,0,0,0,0,0.154542,3.05,5,0,0.004821,0,73,2,0,0,0.232145,0,clean
1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,55,0,10,1,1,0,0,45,0,27,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,8,9,0,0,0,0,clean
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,clean
0,0.000876,0.001034,3,0,0,0.012221,0,1.01,0.001356,10.492,0,0,1.01,0,0,0,15,0,1.01,8.17295,0,0,1.02,8,70,0,9,1,7,0,0,36,0,40,0.002064,0,0.003817,3.03,1.08,15,2.07,4,1,1,1,1.01,0,4.04,0.143062,1.01,4,0.003784,0.001487,0.003686,8,7,0.005324,2.23,0.21092,0.001145,clean
16,0.036037,0.029889,161,0,2.04,1.05979,0.043532,17.19,0.003798,43.7616,0,7.1,33.63,1,1,5,1033,0.009341,2.04,9.10871,0,0.001366,44.26,36,6571,4,403,2,129,0,0,81003,1.24,2603,0.064146,0.005126,0.073923,5.07,269.6,156,46.83,5,1,4,15,30.53,0,21.24,0.250347,2.02,194,0.007957,0.003161,0.062153,13,387,0.039097,61.34,0.454513,0.052248,buggy
1,0,0,0,0,0,0.003281,0,0,0,3.9771,0,0,0,4,0,0,31,0,0,0.094053,0,0,1.04,3,115,0,9,1,2,0,0,36,0,24,0.001073,0,0.001091,0,0,5,0,5,0,0,0,0,0,0,0.005853,1.02,0,0,0.001487,0,16,8,0,1.08,0.000757,0,clean
1,0.000746,0,3,0,0,0.010644,0,0,0,4.59811,0,1.01,1.01,1,0,0,27,0.000742,0,0.10563,0,0.040328,2.05,3,80,388,4,3,1,0,1.02,6,20.61,11,0.00159,0,0.001605,1.01,1.03,4,2.05,1,0,0,0,0,0.001409,1.01,0.005926,4.04,3,0.000909,0.005181,0.00161,33,3,0.000912,2.16,0.000246,0.000844,clean
0,0.021215,0,8,0,4.09,0.014482,0,0,0,9.68336,0,0,4.08,0,1,0,12,0,0,8.18146,0,0,5.1,1,48,0,10,1,1,0,0,45,0,11,0.031014,0.028412,0.032119,1.01,4.44,2,4.09,11,2,0,0,0,0,1.01,0.156878,1.01,12,0.009162,0.001487,0.031703,8,0,0.010156,5.42,0.248237,0.024121,buggy
0,0.002527,0.013898,31,0,1.01,0.225936,0.003141,8.12,0.000465,21.3966,0,0,3.08,1,0,0,100,0,1.01,8.46243,0,0.001421,3.35,9,344,95,37,2,15,0,0,666,1.01,120,0.003176,0.000661,0.003208,1.01,5.6,23,3.26,16,1,12,0,3.07,0,8.11,0.175902,2.02,38,0.001119,0.003929,0.003169,68,21,0.013488,3.89,0.238125,0.003267,clean
0,0.00187,0,12,0,0,0.012912,0.003315,0,0,11.9865,0,0,3.04,0,1,2,34,0,0,0.280853,0,0.004526,4.06,19,120,69,13,6,3,0,0,78,1.04,67,0.003473,0,0.005072,4.05,3.42,21,4.1,0,0,0,2,4.05,0,3.04,0.017069,14.36,13,0.003592,0.033226,0.003404,216,10,0.002766,6.36,0.002922,0.002415,clean
0,0,0.000838,4,0,0,0.003978,0,1.01,0,7.95479,0,0,0,0,0,0,14,0,0,8.1394,0,0.001421,0,1,52,95,12,3,1,0,0,66,1.01,28,0,0,0,0,0,2,0,3,0,2,0,0,0,1.01,0.154542,3.05,5,0,0.004821,0,73,3,0.000912,0,0.232145,0,clean
0,0,0,5,0,0,0.004827,0,0,0,7.96225,0,0,0,4,0,0,15,0,0,0.185241,0,0,1.01,5,49,8,3,2,1,0,0,3,0,17,0.000901,0,0.001594,0,0,5,1.01,4,0,0,0,0,0,0,0.01089,2.03,6,0,0.006651,0.000845,19,3,0,2.04,0.000883,0,clean
0,0,0.00301,0,0,0,0.002208,0,2.02,0,4.07501,0,0,0,0,3,0,7,0,0,0.097153,0,0.001421,0,1,24,95,7,2,4,0,0,21,1.01,8,0,0,0,0,0,5,0,1,0,1,0,0,0,2.02,0.006219,2.02,0,0,0.003929,0,68,5,0.003028,0,0.001031,0,clean
0,0,0,0,0,0,0.002208,0,0,0,4.07501,0,0,0,0,0,0,7,0,0,0.097153,0,0,0,4,27,0,5,2,1,0,0,10,0,12,0,0,0,0,0,5,0,4,0,4,0,0,0,0,0.006219,1.01,0,0,0.001487,0,22,4,0,0,0.001031,0,clean
18,0.003589,0,6,1.01,1.01,0.049836,0,0,0,11.7544,0.002746,1.02,1.02,9,0,0,112,0.004268,0,8.18128,0,0,4.22,14,354,0,21,1,3,0,0,210,0,163,0.006746,0.004131,0.006329,1.01,1.43,16,3.34,9,1,0,0,0,0,1.01,0.134947,1.01,8,0.000957,0.001487,0.005822,8,3,0.001073,4.75,0.172188,0.0045,clean
0,0,0,1,0,0,0.009872,0,0,0,3.93934,0,0,0,0,0,0,2,0,0,0.107598,0,0.030346,1.02,0,7,23,2,3,1,0,0,1,4.15,3,0.0021,0,0.003104,1.06,0,1,1.1,1,0,1,0,0,0,1.06,0.010302,2.04,2,0.002449,0.007492,0.002195,28,2,0.002167,2.21,0.011853,0,clean
11,0.006518,0,4,0,1.01,0.008206,0,0,0.018394,2.38886,0,1.01,1.01,1,0,0,155,0.008746,1.01,0.227298,0,0,3.14,29,648,0,14,1,2,0,0,91,0,138,0.038903,0.018915,0.038711,1.01,1.13,31,3.06,18,1,17,2,0,0,1.01,0.079365,0,4,0.012709,0,0.041312,8,3,0.015024,3.41,0.189222,0.008868,buggy
1,0.002958,0.012564,8,0,0,0.04972,0.004148,4.04,0,14.7371,0,0,2.02,0,4,0,34,0,0,8.28197,0,0.004526,4.11,13,178,52,10,5,11,0,0,45,1.03,82,0.006138,0,0.007025,2.05,2.17,24,6.4,1,1,0,1,1.01,0,6.09,0.154403,11.24,8,0.003931,0.028092,0.014476,161,5,0.017634,5.88,0.239999,0.003827,clean
2,0,0,8,0,0,0.005503,0,0,0,8.15196,0,0,0,2,0,0,20,0,0,0.193382,0,0,0,9,144,19,7,2,0,0,0,21,0,49,0,0,0.003374,0,0,9,2.03,3,0,0,0,0,0,0,0.012148,1.01,8,0,0.001487,0.001865,15,0,0,4.08,0.001717,0,clean
0,0,0,1,0,0,0.002208,0,0,0,4.07501,0,0,0,0,0,0,2,0,0,0.097153,0,0.043647,0,1,10,400,2,5,1,0,1.02,1,23.64,4,0,0,0,0,0,2,0,0,0,0,0,0,0.001409,0,0.006219,4.04,1,0,0.003869,0,65,2,0,0,0.001031,0,clean
2,0,0,7,0,1.01,0.041246,0,0,0.001127,7.96959,0,0,0,1,0,1,32,0,1.01,8.18353,0,0,2.09,14,121,0,4,1,0,0,0,6,0,59,0.002583,0.001277,0.00433,1.01,0,14,2.11,6,1,5,2,0,0,1.01,0.172306,0,8,0.001149,0,0.002802,9,2,0.001972,3.59,0.299588,0,clean
0,0.000779,0,10,0,0,0.045571,0.000905,0,0,17.5763,0,0,1.01,2,0,0,37,0,0,8.3382,0,0.043647,3.03,8,158,384,11,5,1,0,1.02,55,23.66,70,0.003205,0,0.01334,0,1.1,9,4.04,2,0,0,0,1.01,0.001409,0,0.152311,4.05,10,0,0.012864,0.005162,77,11,0,6.16,0.20937,0.000899,clean
0,0.001132,0.00143,16,2.03,4.13,0.065683,0.001198,2.03,0,14.9914,0.001768,0,1.01,5,4,1,108,0,0,0.369907,0,0.011059,5.29,11,379,125,27,1,18,0,0,351,8.28,92,0.006505,0.003877,0.008223,2.02,1.26,28,5.15,16,0,0,2,1.01,0,3.04,0.026772,1.01,17,0.001989,0.001487,0.006536,8,24,0.00285,8.12,0.013597,0.001621,buggy
0,0,0,0,0,0,0.002253,0,0,0,5.1154,0,0,0,0,0,0,41,0,0,0.121597,0,0,0,1,145,0,41,1,1,0,0,820,0,45,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0.007694,1.01,0,0,0.001487,0,8,41,0,0,0.00113,0,clean
0,0,0,1,0,0,0.005336,0,0,0,2.26443,0,0,0,0,0,0,7,0,0,0.055192,0,0,0,3,33,1,4,3,1,0,0,6,0,9,0,0,0,0,0,4,0,5,0,5,0,0,0,0,0.003745,0,1,0,0,0,31,4,0,0,0.000611,0,clean
0,0.001008,0.007238,1,0,0,0.004646,0.001642,2.02,0,5.26021,0,0,1.02,0,0,0,8,0,0,0.128392,0,0,1.04,2,28,0,6,1,10,0,0,15,0,12,0.001592,0,0.001457,1.01,1.09,12,1.04,2,0,0,0,1.02,0,3.03,0.008887,1.01,1,0.001237,0.001487,0.001533,10,6,0.009259,1.09,0.002574,0.001525,clean
0,0,0,0,0,0,0.002208,0,0,0,4.07501,0,0,0,0,0,0,9,0,0,0.097153,0,0,0,0,27,0,10,1,0,0,0,45,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.006219,1.01,0,0,0.001487,0,15,9,0,0,0.001031,0,clean
0,0.000779,0.001605,2,0,1.01,0.005282,0.000905,2.04,0,6.4938,0,0,1.02,2,1,0,12,0,0,0.151433,0,0,1.04,2,39,0,6,1,5,0,0,15,0,19,0.000901,0.001027,0.000886,0,1.09,7,1.06,3,0,0,1,1.02,0,2.04,0.008974,1.01,2,0,0.001487,0.001145,8,6,0.001926,1.09,0.000784,0.000899,clean
0,0.001497,0.001016,26,0,0,0.069347,0.001692,1.02,0,27.6825,0,0,2.02,2,1,1,77,0,0,8.5986,0,0.043647,12.24,16,221,384,15,4,4,0,1.02,105,23.66,89,0.012517,0,0.020089,5.05,2.3,20,11.2,2,0,0,1,2.02,0.001409,6.07,0.175178,5.06,28,0.00478,0.014073,0.009456,69,13,0.006095,13.71,0.246966,0.001915,clean
0,0,0,2,0,0,0.007059,0,0,0,2.38353,0,0,0,0,0,0,29,0,0,0.069509,0,0,1.09,7,87,6,20,2,0,0,0,190,0,47,0.001824,0,0.00186,1.04,0,7,1.23,2,0,2,0,0,0,1.04,0.007733,0,4,0.001955,0,0.001885,30,19,0.002307,1.26,0.012133,0,clean
0,0,0,1,1.02,1.02,0.01731,0,0,0,2.22103,0.000608,0,0,6,0,0,31,0,0,0.067924,0,0,1.02,3,116,0,6,1,3,0,0,15,0,34,0.002455,0.000543,0.002234,1.01,0,6,1.06,9,0,1,1,0,0,1.01,0.008456,0,2,0.001961,0,0.002475,8,6,0.001753,1.07,0.017846,0,clean
0,0,0,0,0,0,0.002208,0,0,0,4.07501,0,0,0,0,3,0,3,0,0,0.097153,0,0.043647,0,0,12,384,3,5,0,0,1.02,3,23.66,3,0,0,0,0,0,0,0,0,0,0,0,0,0.001409,0,0.006219,5.06,0,0,0.014073,0,76,3,0,0,0.001031,0,clean
1,0,0,14,0,0,0.015428,0,0,0,19.225,0,0,0,2,0,0,20,0,0,8.38432,0,0.043647,1.03,9,66,384,6,4,1,0,1.02,15,23.66,32,0.003576,0,0.02158,2.02,0,10,2.07,2,0,0,0,0,0.001409,2.02,0.156502,5.06,15,0.003849,0.014073,0.004481,69,5,0.003654,3.1,0.220811,0,clean
0,0,0,0,0,0,0.008386,0,0,0,3.76811,0,0,0,0,0,0,10,0,0,0.094968,0,0,0,5,40,12,5,3,1,0,0,10,0,17,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0.007492,2.06,0,0,0.00448,0,45,2,0,0,0.00702,0,clean
0,0.000958,0.001644,3,0,1.01,0.006903,0,1.01,0.001356,6.85444,0,0,1.01,0,0,0,8,0,1.01,0.168806,0,0,1.04,2,32,10,4,3,1,0,0,6,0,16,0.001959,0.00163,0.001807,0,1.03,3,1.09,1,0,1,1,0,0,1.01,0.012161,4.06,3,0,0.006284,0.0018,59,1,0.001738,1.14,0.006146,0.001746,clean
2,0.00699,0.001034,48,0,0,0.364933,0.009297,1.03,0,34.6202,0,0,2.03,3,0,0,138,0,0,8.88345,0,0.043647,18.48,14,431,384,21,4,11,0,1.02,210,23.66,139,0.072562,0,0.05922,2.03,2.57,25,17.52,3,0,0,3,2.03,0.001409,3.06,0.240895,5.06,50,0.004757,0.014073,0.050108,69,19,0.005972,22.5,0.426885,0.009356,buggy
0,0.003658,0.009051,5,0,0,0.02239,0.000862,2.02,0,12.1917,0,0,3.04,0,1,0,16,0,0,8.18775,1.01,0.004526,5.18,6,57,52,11,4,7,0.01184,0,55,1.03,31,0.007141,0,0.006891,4.1,3.41,13,5.31,2,0,0,0,1.02,0,6.1,0.134343,9.16,5,0.007502,0.025009,0.006971,127,9,0.016171,5.54,0.168931,0.005845,clean
0,0,0,4,0,0,0.001968,0,0,0,2.71087,0,0,0,1,0,0,6,0,0,0.061787,0,0,0,0,26,0,4,2,1,0,0,6,0,12,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0.003379,1.01,4,0,0.001487,0,11,3,0,0,0.000121,0,clean
1,0,0.000855,0,0,0,0.002208,0,1.01,0,4.07501,0,0,0,1,0,0,3,0,0,0.097153,0,0,0,1,9,1,2,2,2,0,0,1,0,5,0,0,0,0,0,3,0,1,0,0,0,0,0,1.01,0.006219,2.02,0,0,0.002551,0,18,1,0.000906,0,0.001031,0,clean
0,0.006446,0.012802,2,0,0,0.002661,0,1.01,0,2.27131,0,0,1.01,0,0,0,20,0,0,0.134373,0,0,2.03,5,56,62,13,5,1,0,0,78,0,22,0.013308,0,0.012535,1.01,1.12,6,2.02,1,1,0,0,0,0,2.02,0.041741,1.01,5,0.006522,0.005758,0.013834,202,8,0.019655,2.11,0.141951,0.006746,clean
7,0.001467,0.001845,11,0,0,0.060005,0.000978,2.05,0,22.3224,0,1.02,2.03,0,0,0,74,0.000827,0,8.5032,0,0,4.12,19,281,0,26,1,6,0,0,325,0,150,0.005885,0,0.008082,2.07,2.72,24,6.31,4,1,4,3,1.01,0,4.12,0.184584,1.01,13,0.002733,0.001487,0.008371,8,16,0.006022,6.62,0.27112,0.001925,buggy
0,0,0,0,0,0,0.002208,0,0,0,4.07501,0,0,0,0,0,0,8,0,0,0.097153,0,0,0,3,28,0,6,2,1,0,0,15,0,11,0,0,0,0,0,4,0,5,0,5,0,0,0,0,0.006219,1.01,0,0,0.001487,0,24,5,0,0,0.001031,0,clean
0,0.007457,0,7,0,0,0.020517,0.011451,0,0,13.175,0,0,4.06,1,0,0,22,0,0,8.23097,0,0.001073,4.06,2,66,19,22,3,1,0,0,231,1.04,25,0.011357,0,0.010746,0,5.12,3,4.06,1,0,0,1,4.06,0,0,0.14483,5.05,8,0,0.013718,0.010805,27,22,0,4.18,0.205981,0.011424,clean
0,0,0,0,0,0,0.002208,0,0,0,4.07501,0,0,0,0,0,0,10,0,0,0.097153,0,0,0,3,38,0,8,2,1,0,0,28,0,15,0,0,0,0,0,4,0,7,0,7,0,0,0,0,0.006219,1.01,0,0,0.001487,0,26,8,0,0,0.001031,0,clean
0,0.000794,0.011005,4,0,0,0.007576,0.001029,2.02,0,9.59103,0,0,1.01,0,1,0,7,0,0,8.14107,1.01,0.004526,2.02,2,26,69,6,7,3,0.01184,0,15,1.04,12,0.001929,0,0.001883,0,1.05,4,2.03,1,1,1,0,1.01,0,1.01,0.139308,10.33,4,0,0.02705,0.009213,298,5,0.010156,2.07,0.206304,0.001056,clean
0,0,0,2,0,0,0.002208,0,0,0,4.07501,0,0,0,2,0,0,6,0,0,0.097153,0,0.043647,0,4,27,397,4,6,1,0,1.02,6,23.65,17,0,0,0,1.01,0,5,0,3,0,1,0,0,0.001409,1.01,0.006219,3.03,2,0.000909,0.002977,0,72,4,0.000912,0,0.001031,0,clean
0,0,0,0,0,0,0.002208,0,0,0,4.07501,0,0,0,0,0,0,3,0,0,0.097153,0,0.028601,0,1,10,219,2,2,1,0,0,1,9.3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.006219,6.09,0,0,0.006703,0,55,2,0,0,0.001031,0,buggy
0,0,0,6,0,0,0.007897,0,0,0,10.9499,0,0,0,1,0,0,33,0,0,8.16645,0,0,0,9,157,0,8,1,1,0,0,28,0,57,0,0,0.004815,0,0,10,2.02,1,0,0,2,0,0,0,0.135944,1.01,7,0,0.001487,0.002302,8,1,0,2.07,0.186665,0,clean
0,0,0,2,0,0,0.004983,0,0,0,7.48389,0,0,0,0,0,0,0,0,0,8.13527,0,0,0,0,0,204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.156428,1.01,2,0,0.001487,0,8,0,0,0,0.243054,0,buggy
0,0.001969,0,7,0,3.03,0.018248,0.002351,0,0.00057,10.4506,0,0,3.04,1,0,0,19,0,1.01,8.14963,0,0.002293,4.05,0,53,2,17,2,1,0,0,136,1.01,18,0.003088,0.002125,0.003098,0,3.58,1,3.04,15,0,1,1,3.04,0,0,0.133647,6.08,7,0,0.008766,0.002383,41,17,0,4.14,0.182548,0.002389,clean
0,0,0,5,1.01,1.01,0.036552,0,0,0,15.218,0.001692,0,0,0,1,1,47,0,0,0.37431,0,0.043647,2.03,6,128,385,7,6,0,0,1.02,21,23.66,20,0.001866,0.001364,0.002588,1.01,0,6,0,1,0,0,1,0,0.001409,1.01,0.026735,5.06,5,0.000996,0.014073,0,79,7,0.001118,3.24,0.011901,0,clean
2,0,0.000838,11,0,0,0.04414,0,1.01,0,15.8578,0,0,0,3,0,1,43,0,0,8.3084,0,0,3.09,11,145,0,5,1,1,0,0,10,0,62,0.01,0,0.008778,1.01,0,12,5.16,3,2,0,4,0,0,1.01,0.153897,1.01,12,0.009162,0.001487,0.013092,8,3,0.010156,2.32,0.222325,0,buggy
1,0.006829,0.005554,7,0,0,0.031025,0.000919,2.05,0,15.7424,0,2.03,3.05,0,3,0,29,0.006371,0,8.29536,0,0.004526,5.22,15,127,53,14,6,3,0,0,91,1.03,61,0.010128,0,0.009558,3.11,3.58,18,4.41,0,2,0,1,1.01,0,4.16,0.149122,13.26,10,0.009426,0.032335,0.009096,170,10,0.010341,5.96,0.216848,0.009632,buggy
2,0.000741,0,21,0,0,0.146333,0.001815,0,0,19.5457,0,1.01,1.02,0,0,3,179,0.000936,0,0.481707,0,0.043647,3.56,14,799,415,14,6,1,0,1.02,91,23.66,289,0.002552,0,0.006738,1.01,1.25,15,6.4,0,0,0,3,2.03,0.001409,1.01,0.035374,7.1,21,0.000996,0.01594,0.005219,117,12,0.001118,10.42,0.026423,0.000923,clean
1,0.010463,0.003782,24,4.04,5.05,0.105157,0.012404,3.03,0.01004,26.7583,0.003092,1.01,6.13,14,0,4,79,0.000616,4.05,8.61032,0,0,8.28,28,419,0,22,1,8,0,0,231,0,168,0.015758,0.013222,0.019282,5.15,8.02,33,10.85,21,3,7,6,6.12,0,6.17,0.187161,1.01,26,0.013789,0.001487,0.019217,8,21,0.01669,13.5,0.300133,0.013133,buggy
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.041451,0,0,9,384,2,3,1,0,1.02,1,21.6,5,0,0,0,0,0,1,0,0,0,0,0,0,0.001409,0,0,2.02,0,0,0.002695,0,31,2,0,0,0,0,clean
0,0,0.00158,15,1.01,1.01,0.058088,0,2.02,0,21.1473,0.002035,0,0,2,0,3,34,0,0,8.42302,0,0.043647,3.06,11,96,380,7,3,2,0,1.02,21,23.65,46,0.002933,0.001871,0.003873,3.03,0,13,3.07,2,1,0,3,0,0.001409,5.05,0.157459,2.02,15,0.00355,0.002695,0.004067,38,7,0.005554,3.11,0.208139,0,clean
0,0,0,3,0,0,0.005734,0,0,0,6.70304,0,0,0,0,0,0,11,0,0,8.10942,0,0.043647,1.02,5,35,385,5,6,2,0,1.02,10,23.66,24,0.010781,0,0.010352,1.01,0,7,1.04,0,0,0,0,0,0.001409,1.01,0.152618,8.1,3,0.012709,0.027085,0.011554,95,4,0.015024,1.05,0.231938,0,clean
0,0,0,3,0,0,0.002274,0,0,0,5.19438,0,0,0,0,0,0,43,0,0,0.123602,0,0,0,10,129,0,5,1,3,0,0,10,0,36,0,0,0,0,0,13,0,1,0,1,0,0,0,0,0.007845,1.01,3,0,0.001487,0,8,5,0,0,0.001158,0,clean
0,0,0,0,0,0,0.001644,0,0,0,2.36846,0,0,0,0,0,0,1,0,0,0.058891,0,0,0,0,10,0,4,1,3,0,0,6,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.004246,1.01,0,0,0.001487,0,8,4,0,0,0.000998,0,clean
0,0,0.004735,3,1.01,1.01,0.007594,0,4.04,0,5.68889,0.000501,0,0,5,1,0,12,0,0,0.137409,1.01,0,1.01,4,50,1,6,2,2,0.000547,0,15,0,18,0.000925,0.001039,0.001072,2.02,0,6,2.04,5,0,0,0,0,0,6.06,0.009171,1.01,4,0.002117,0.001487,0.002038,12,6,0.007583,1.01,0.002004,0,clean
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,54,2,5,3,0,0,1,0,3,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,138,2,0,0,0,0,clean
0,0.000958,0.002396,8,0,0,0.020252,0.001307,2.02,0,8.63149,0,0,1.01,0,0,0,38,0,0,8.1599,0,0.001421,1.01,5,137,95,19,3,2,0,0,171,1.01,72,0.001959,0,0.001807,0,1.18,6,1.03,10,0,6,0,1.01,0,2.02,0.157177,3.05,11,0,0.004821,0.0018,73,9,0.002313,1.03,0.238388,0.001746,clean
0,0,0,1,0,1.01,0.005237,0,0,0.003665,8.16696,0,0,0,0,0,0,24,0,1.01,8.09127,0,0,1.01,2,80,0,3,1,12,0,0,3,0,11,0.003885,0.004131,0.003495,1.01,0,14,1.03,18,1,18,0,0,0,1.01,0.128231,1.01,2,0.00073,0.001487,0.000845,8,3,0.000755,1.03,0.169519,0,clean
0,0,0,6,0,0,0.002401,0,0,0,5.25685,0,0,0,0,0,1,8,0,0,0.125004,0,0,1.01,8,41,18,4,2,1,0,0,6,0,29,0.000901,0,0.001977,2.04,0,8,2.05,0,1,0,3,0,0,2.04,0.007901,4.04,6,0.010258,0.01375,0.002227,62,2,0.011233,2.06,0.001031,0,clean
0,0,0,7,0,0,0.009504,0,0,0,11.3437,0,0,0,1,0,0,11,0,0,8.2043,0,0.01888,0,11,43,67,3,5,1,0,0,3,10.15,25,0,0,0.000708,2.02,0,12,2.02,1,1,0,1,0,0,2.02,0.150272,10.15,8,0.001465,0.02165,0.001614,47,2,0.001559,1.03,0.242083,0,clean
0,0.002366,0,3,0,1.02,0.027554,0.003812,0,0,7.05208,0,0,2.04,0,1,0,13,0,0,0.178617,0,0,2.07,1,69,0,10,1,3,0,0,45,0,21,0.002685,0.001904,0.002618,0,2.3,4,2.12,2,0,0,1,2.04,0,0,0.013958,1.01,4,0,0.001487,0.003217,8,10,0,2.42,0.008519,0.003505,clean
0,0,0,3,0,0,0.003865,0,0,0,5.59671,0,0,0,0,0,0,18,0,0,8.07898,0,0.001421,0,3,67,96,13,4,1,0,0,78,1.01,41,0,0,0,0,0,4,0,4,0,2,0,0,0,0,0.149865,4.06,4,0,0.005735,0,88,2,0,0,0.23097,0,clean
1,0.000934,0,7,0,0,0.013749,0,0,0,8.7196,0,0,1.01,0,0,0,16,0,0,8.11095,0,0.001105,1.04,8,62,28,8,4,3,0,0,28,1.03,35,0.000954,0,0.000943,0,1.07,11,2.04,0,0,0,1,0,0,0,0.13446,4.1,7,0,0.01375,0.001814,91,2,0,1.05,0.198195,0.001036,clean
